index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/strom-wie-wahrscheinlich-ist-ein-blackout-2212-170128.html&referer=https://t.co/f60bcb06ae,https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/strom-wie-wahrscheinlich-ist-ein-blackout-2212-170128.html&referer=https://t.co/f60bcb06ae,0,www.golem.de,Strom: Wie wahrscheinlich ist ein Blackout?,"""Blackout"" könnte das Wort des Jahres werden, so wird davon gesprochen. Wir klären, ob Deutschland in diesem Winter wirklich seinen ersten derart verheerenden Stromausfall erleben könnte. Eine Analyse von Gerd Mischler (Blackout, Bundesnetzagentur)",,2022-12-01T08:14:02Z,,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking, indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informatio… [+575 chars]",,de,'Winter'
https://www.handelsblatt.com/unternehmen/energie/gaspreisentwicklung-gaspreise-steigen-seit-kaelteeinbruch-anhaltend/28682942.html,https://www.handelsblatt.com/unternehmen/energie/gaspreisentwicklung-gaspreise-steigen-seit-kaelteeinbruch-anhaltend/28682942.html,0,www.handelsblatt.com,Gaspreisentwicklung 2022: Gaspreise steigen seit Kälteeinbruch anhaltend,Der Gaspreis steigt seit Winterbeginn aktuell wieder. Experten warnen vor deutlich höheren Rechnungen für Verbraucher. Das Wichtigste im Überblick.,https://www.handelsblatt.com/images/gaspreise-aktuell/28831590/2-format2003.jpg,2022-12-01T10:33:18Z,,"Gaspreise aktuellDie Gaspreisentwicklung macht Energie in Deutschland zunehmend teurer.
(Foto: imago stock&amp;people) 
Düsseldorf Die Gaspreise in Deutschland entwickeln sich seit einem Jahr rasan… [+16476 chars]",,de,'Winter'
https://www.bild.de/auto/mobilitaet-reisen-motorrad/mobilitaet-und-mehr/blackout-angst-schweiz-plant-fahrverbote-fuer-e-autos-82118284.bild.html,https://www.bild.de/auto/mobilitaet-reisen-motorrad/mobilitaet-und-mehr/blackout-angst-schweiz-plant-fahrverbote-fuer-e-autos-82118284.bild.html,0,www.bild.de,Bei unseren Nachbarn - Fahrverbote für E-Autos geplant!,Wegen der anhaltenden Energiekrise befürchtet die Schweiz Stromausfälle im Winter. Die Maßnahmen betreffen auch Autofahrer!,"https://images.bild.de/6388766008ba5f71743aa26b/b0ca7fac1f5cc07fb39ef4f98669cca8,59d21d73?w=1280",2022-12-01T13:42:21Z,,"Auf den Black Friday folgt die Angst vor dem Blackout!
Wegen der anhaltenden Energiekrise befürchten Verbraucher, Unternehmen und Politiker Probleme mit einer stabilen Stromversorgung in der kalten … [+2854 chars]",,de,'Winter'
https://orf.at/stories/3296101/,https://orf.at/stories/3296101/,0,orf.at,Winter werden durch Klimakrise zunehmend milder,,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,2022-12-01T15:11:26Z,,Der menschengemachte Klimawandel wirkt sich auf keine Jahreszeit so stark aus wie auf den Winter. Er hat sich in Österreich von allen Jahreszeiten am stärksten erwärmt. Mit großen Folgen: Die Tage mi… [+183 chars],,de,'Winter'
https://www.focus.de/panorama/wetter-aktuell/wetter-in-deutschland-im-ticker-wintereinbruch-in-deutschland-am-wochenende-schnee-und-glatteis-erwartet_id_54933749.html,https://www.focus.de/panorama/wetter-aktuell/wetter-in-deutschland-im-ticker-wintereinbruch-in-deutschland-am-wochenende-schnee-und-glatteis-erwartet_id_54933749.html,0,www.focus.de,Wetterlage im Ticker - Wintereinbruch in Deutschland am Wochenende - Schnee und Glatteis erwartet,"Der Deutsche Wetterdienst stuft den vergangenen Herbst als deutlich zu mild ein. Von Ostern gelangt kältere Luft nach Europa, die ab dem Wochenende gebietsweise für Schneefall sorgen kann. Alle Neuigkeiten zum Wetter im Ticker im Überblick.",https://p6.focus.de/img/panorama/welt/id_180408822/zur-wochenmitte-soll-es-in-deutschland-deutlich-kaelter-werden..jpg?im=Crop%3D%280%2C169%2C2048%2C1024%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=medium&hash=6307c097d065138b9191359bba3cedf5f6f12adcc908ff8df5e2b61c99a8af50,2022-12-02T07:59:08Z,,"Der meteorologischen Winteranfang hat begonnen. Am Wochenende ist mit Schneefall, Glätte und Frost in den meisten Teilen Deutschlands zu rechnen. Alle Neuigkeiten zum Wetter im Ticker im Überblick.Wi… [+12213 chars]",,de,'Winter'
https://www.stern.de/gesellschaft/regional/sachsen-anhalt/wetter--wintereinbruch-bringt-dichte-schneedecke-nach-sachsen-anhalt-32970164.html,https://www.stern.de/gesellschaft/regional/sachsen-anhalt/wetter--wintereinbruch-bringt-dichte-schneedecke-nach-sachsen-anhalt-32970164.html,0,www.stern.de,Wetter: Wintereinbruch bringt dichte Schneedecke nach Sachsen-Anhalt,Leipzig/Magdeburg (sa) - Zum Start ins Wochenende hat der Winter in Sachsen-Anhalt Einzug gehalten - das Bundesland war am Freitag teils mit einer dichten,https://image.stern.de/32970166/t/rT/v3/w1440/r1.7778/-/02--urnnewsmldpacom2009010122120299750672v3w800h600l483t394r1761b1353jpeg---1d654ab8191cbcf0.jpg,2022-12-02T11:29:37Z,,"Dicke Flocken rieselten am Freitag besonders auf Halle und das Burgenland hinunter. Doch nicht alle dürften sich über den Schnee gefreut haben.
Zum Start ins Wochenende hat der Winter in Sachsen-Anh… [+2464 chars]",,de,'Winter'
https://blog.hubspot.de/marketing/winterdepression#article,https://blog.hubspot.de/marketing/winterdepression#article,0,blog.hubspot.de,"Winterdepression: Ursachen, Symptome und Behandlung","Regen, Dunkelheit und Kälte – die Wintermonate können einem zu schaffen machen. Dabei ist nicht jede melancholische Stimmung gleich eine Winterdepression. Aber wie äußert sich eine ausgewachsene Winterdepression im Vergleich zu einem vorübergehenden Winterblu…",https://blog.hubspot.de/hubfs/Germany/Blog_images/winterdepression.jpg#keepProtocol,2022-12-05T07:00:00Z,https://web.archive.org/web/20221205111151/https://blog.hubspot.de/marketing/winterdepression,"Regen, Dunkelheit und Kälte die Wintermonate können einem zu schaffen machen. Dabei ist nicht jede melancholische Stimmung gleich eine Winterdepression. Aber wie äußert sich eine ausgewachsene Winter… [+5854 chars]",,de,'Winter'
https://www.welt.de/wirtschaft/plus242402643/Urlaub-Teuer-Teufelskreis-auf-den-Pisten-das-Ende-vom-Ski-Urlaub-fuer-alle.html,https://www.welt.de/wirtschaft/plus242402643/Urlaub-Teuer-Teufelskreis-auf-den-Pisten-das-Ende-vom-Ski-Urlaub-fuer-alle.html,0,www.welt.de,Das Ende des Ski-Urlaubs für alle,"Weniger Schnee, mehr Schneekanonen: Steigende Energiepreise und der Klimawandel bringen Österreichs Winter-Tourismus an seine Grenzen. Während Ski-Urlaub zunehmend nur noch für eine vermögende Elite bezahlbar bleibt, suchen die Betriebe nach neuen Ideen.",https://img.welt.de/img/wirtschaft/mobile242458781/2061353417-ci16x9-w1200-fnov-fpotl-fpi157750653/Austria-Salzburg-Young-couple-skiing-on-mountain.jpg,2022-12-05T08:47:00Z,https://web.archive.org/web/20221206005013/https://www.welt.de/wirtschaft/plus242402643/Urlaub-Teuer-Teufelskreis-auf-den-Pisten-das-Ende-vom-Ski-Urlaub-fuer-alle.html,"unl elue uuu eektlelekeu PoelOeQuekOeu.
Bp vllp lu plepel Pelpuu helue Zeekltonte aepeu, ep vllp veulael Peteneklnua lu pel Ietplelluu aepeu, nup enek ple Pllekelenuaeu lu peu Ultleu velpeu enpaepek… [+8060 chars]",,de,'Schnee'
https://www.stern.de/gesellschaft/regional/berlin-brandenburg/tiere--hohe-energiekosten--exotenhaus-in-berliner-tierheim-voll-32983442.html,https://www.stern.de/gesellschaft/regional/berlin-brandenburg/tiere--hohe-energiekosten--exotenhaus-in-berliner-tierheim-voll-32983442.html,0,www.stern.de,Tiere: Hohe Energiekosten: Exotenhaus in Berliner Tierheim voll,"Kein Platz mehr für Echsen, Schlangen oder große Schildkröten: Das Tierheim Berlin muss die meisten exotischen Tiere derzeit ablehnen. ""Aufgrund der Energiekrise gab es bereits im frühen Herbst einige Abgabeanfragen"", sagte Ute Reinhardt, Sprecherin des Tierh…",https://image.stern.de/32983444/t/f2/v1/w1440/r1.7778/-/07--urnnewsmldpacom2009010122120799809964v3w800h600l826t455r1919b1305jpeg---4c0359c06a4e19f8.jpg,2022-12-07T04:32:00Z,,"Kein Platz mehr für Echsen, Schlangen oder große Schildkröten: Das Tierheim Berlin muss die meisten exotischen Tiere derzeit ablehnen. ""Aufgrund der Energiekrise gab es bereits im frühen Herbst einig… [+1992 chars]",,de,'Herbst'
https://www.morgenpost.de/berlin/article237090615/Hohe-Energiekosten-Exotenhaus-in-Berliner-Tierheim-voll.html,https://www.morgenpost.de/berlin/article237090615/Hohe-Energiekosten-Exotenhaus-in-Berliner-Tierheim-voll.html,0,www.morgenpost.de,Tiere: Hohe Energiekosten: Exotenhaus in Berliner Tierheim voll,"Kein Platz mehr für Echsen, Schlangen oder große Schildkröten: Das Tierheim Berlin muss die meisten exotischen Tiere derzeit ablehnen. „Aufgrund der Energiekrise gab es bereits im frühen Herbst einige Abgabeanfragen“, sagte Ute Reinhardt, Sprecherin des Tierh…",https://img.morgenpost.de/img/berlin/crop237090613/7492602768-w820-cv16_9-q85/Exotenhaus-im-Tierheim-Berlin.jpg,2022-12-07T04:32:00Z,,"Berlin (dpa/bb). Kein Platz mehr für Echsen, Schlangen oder große Schildkröten: Das Tierheim Berlin muss die meisten exotischen Tiere derzeit ablehnen. Aufgrund der Energiekrise gab es bereits im frü… [+1569 chars]",,de,'Herbst'
